color,size,region,x4,treatment,weight,label
red,small,north,0.5139331265101351,1,1.0,2.3750948330279122
blue,large,south,1.437536912203298,1,1.0,0.023865617044326104
red,medium,west,0.5493256671122808,1,1.0,2.8975809781758057
green,large,east,1.7239367647394717,1,1.0,-0.18083063470574012
blue,large,south,-0.06852854673105373,0,1.0,0.6957827080782855
green,small,west,-1.3457009230925865,0,1.0,-1.540944671910287
blue,medium,north,1.1569148292814695,1,1.0,2.7351073853614416
blue,large,east,0.08159101945695682,0,1.0,0.7089894805735844
green,large,north,-0.9541252327839751,1,1.0,1.456444400193219
green,medium,south,0.9584249022838108,1,1.0,-2.4275778574802285
blue,large,north,0.018088418427501234,0,1.0,1.7231033317594073
blue,medium,east,-0.11136205776641463,0,1.0,-0.04319161224840132
blue,medium,east,1.4247860067318345,1,1.0,0.9590162228453248
red,medium,north,-0.4008518373127968,0,1.0,0.7850990891226808
green,medium,north,1.0655306218712421,1,1.0,1.4392742640498115
green,medium,south,-0.503600772662125,0,1.0,-1.2466535326092085
blue,medium,north,-1.654575714171634,1,1.0,2.6865385815965173
blue,medium,south,1.3797990871439294,0,1.0,-0.38459185255935074
red,large,north,-0.4703779254855583,0,1.0,2.323390595866883
green,medium,west,-0.4291795702205766,0,1.0,0.5983075374670139
blue,small,south,0.9616884660232708,1,1.0,-2.7527935436823925
green,large,east,1.4960584773070102,0,1.0,1.5978244359067422
green,medium,north,1.4826975979186603,0,1.0,1.2056504480764243
blue,small,south,-0.0012498189470967814,1,1.0,-3.1721639922536444
blue,small,south,0.5688920008553424,1,1.0,-1.4554159853087187
green,medium,east,0.33533843375434946,1,1.0,-1.6847347265765609
red,large,east,-2.249519410278171,0,1.0,0.08424763907414029
red,medium,south,0.2858652243120979,0,1.0,-0.8397676396604093
green,large,north,0.9791716029308887,1,1.0,2.582101534385471
green,medium,west,0.10824076240272744,1,1.0,-0.25648179802816884
red,small,west,0.9604150681606686,0,1.0,-1.0702802683229786
red,large,west,-0.08482309618807776,0,1.0,1.6236531765556488
blue,small,west,-0.6982464449428583,1,1.0,0.3718417327927281
green,small,south,-1.9270345040713353,1,1.0,-4.014417559630456
green,large,east,-0.1657197114176929,0,1.0,1.0373413934233269
red,small,north,0.16364198191237733,0,1.0,-0.45852268727503687
blue,large,north,-1.6343920171758226,0,1.0,1.213667077189563
green,large,east,-1.7071279138318496,1,1.0,-0.43186558333458736
blue,small,south,0.5158420335770864,0,1.0,-0.8811013960923506
red,small,east,-1.020594530740941,1,1.0,0.36062614697691686
green,medium,north,-0.5361891261536552,1,1.0,1.75343048223831
green,small,north,0.11841438227684846,0,1.0,0.012588605592040919
red,large,south,1.2670907260572974,1,1.0,1.7540084053959575
red,small,west,2.751946142630102,1,1.0,2.982389471262558
green,large,east,0.31600453896010877,0,1.0,1.3964897047640066
blue,medium,east,0.7994710358628567,0,1.0,0.7912578328289812
red,small,east,0.8104022085508356,1,1.0,1.0013601637874225
red,medium,east,1.3526058494991966,1,1.0,2.0042241261255422
red,large,north,0.14227811525838838,1,1.0,5.773357487689702
blue,medium,east,-1.8466309073695275,0,1.0,-1.2293151589049383
red,large,south,-0.9423918242492801,1,1.0,0.5128598424962834
blue,large,south,-0.6770452213615618,0,1.0,0.42570425310550686
red,small,west,-0.9482101755331346,0,1.0,-1.3359663042792427
green,small,south,-0.3792415374123331,1,1.0,-4.687124012038562
blue,large,east,-1.2091294419271688,0,1.0,1.0807627687629267
blue,small,north,-0.05999891609182596,1,1.0,1.1096942952215745
blue,medium,east,-0.42945763458714553,0,1.0,0.40199116482467057
blue,medium,north,-2.1895452022793798,1,1.0,2.7298223834524973
blue,small,west,0.6138257668385214,1,1.0,0.7961367813905667
blue,medium,west,-0.7201573498360415,0,1.0,-0.22199040003463852
blue,medium,south,1.1032822141781535,1,1.0,-2.1800163799723618
blue,large,west,-0.29541819346570797,1,1.0,1.8372511925635688
blue,medium,north,0.4565790982218395,1,1.0,2.2917506703088937
red,large,east,-0.7991488339477004,1,1.0,3.400315574805881
red,small,west,-1.97737316765869,1,1.0,1.9846657573188522
red,medium,east,0.7660102473931205,1,1.0,2.606076739182543
blue,medium,east,0.14958275897939016,0,1.0,0.3655304993585345
blue,large,north,0.5130703133954718,0,1.0,1.5356247045422133
green,medium,east,0.7347703847614198,0,1.0,0.5254562902335389
blue,small,south,-1.443987221454744,0,1.0,-1.5067823846558408
red,large,west,-1.0318936411610855,0,1.0,1.5336528775815752
red,small,south,1.0154488168903262,0,1.0,-2.792216015022376
blue,large,east,-0.04044553948870469,0,1.0,0.6199254214186194
blue,small,east,0.36397821310586936,1,1.0,0.8784241133186333
blue,large,east,0.06412813476886754,1,1.0,0.8968657514486015
blue,small,east,0.1313861317968136,1,1.0,-0.5189905866748463
red,small,north,0.4882296350327448,0,1.0,0.1466524703921787
red,medium,north,0.5404176271608138,0,1.0,0.5099857866232507
blue,medium,south,-0.8340227367634883,1,1.0,-1.5841855372236313
green,large,south,-1.3163438046912792,0,1.0,0.9293441362830153
green,large,west,0.4418954421309182,1,1.0,1.2191194878887606
red,medium,south,0.2911205885429528,0,1.0,-0.27648132403686376
red,large,west,-1.0312904927507311,1,1.0,3.2191524244867624
green,large,north,0.17710210578172864,0,1.0,1.879963830231015
blue,small,west,-0.03728526535535573,0,1.0,-0.2506189013038297
green,medium,west,0.22304539244794816,1,1.0,-0.5506333023855357
blue,medium,south,-1.928779064410578,1,1.0,-2.064342556738376
blue,small,west,0.06074964700723089,0,1.0,-0.7044997374316919
red,medium,west,0.32873333362311413,0,1.0,0.1623087219233845
red,small,south,-1.0616521196222017,1,1.0,-2.092947047378097
blue,small,west,0.4708865488422668,0,1.0,-0.680487896672208
blue,small,south,0.7893516576136934,0,1.0,-2.1822297363064735
green,small,north,-0.8947917535313707,0,1.0,-0.6102636047372494
blue,large,west,0.4623627324228041,1,1.0,2.427948883615044
red,small,east,0.2468956760777921,0,1.0,-0.5999398260505264
red,small,west,-0.4798651756744486,1,1.0,1.5043378929352422
blue,large,north,0.4875949968802175,0,1.0,1.8738198885040125
blue,small,east,2.039359843762172,1,1.0,-0.25081442939352605
red,medium,north,0.6078564141695165,0,1.0,1.1482905335221036
blue,large,south,-1.2327688395115637,1,1.0,-1.2301064610888808
red,small,east,0.936117059720955,0,1.0,-0.8415651040637487
green,large,west,0.05060253815453019,0,1.0,1.5760543839266392
green,small,south,-0.013297344749238894,1,1.0,-3.9362626521572865
red,small,north,1.584399232787605,0,1.0,-0.02414505819714044
blue,medium,south,-0.4804563867546551,1,1.0,-1.834936404009452
blue,medium,west,-1.2777556834849746,1,1.0,1.642572278302823
green,small,south,-0.9357725718808468,1,1.0,-5.080795042621844
blue,medium,south,0.6624272016621241,1,1.0,-1.6311412365367908
green,small,north,-0.27911255688523545,0,1.0,-0.08061915770452366
blue,medium,east,-0.5225207525683255,1,1.0,0.4631886197157257
red,small,south,-0.15082935310335543,0,1.0,-2.713204427218242
blue,small,south,1.5382836782966118,1,1.0,-2.462752223302793
red,medium,north,0.6204465147414616,1,1.0,4.658752733955803
red,large,south,-0.08903475529514344,1,1.0,1.1589375778161268
red,large,south,-0.20052818766863645,0,1.0,1.094089011701858
green,large,west,1.2955597488568724,0,1.0,1.4579025070218556
red,medium,south,0.4200535091952527,1,1.0,-0.30850432357017676
green,small,north,0.30323451809234625,0,1.0,0.513594266206389
blue,medium,west,1.4202058924375893,0,1.0,0.12163725473208065
red,small,north,-2.7851416395656168,1,1.0,2.7182443186359957
blue,medium,south,-0.46792061410131647,1,1.0,-1.0574614716707713
blue,small,east,0.4261644020499932,1,1.0,-0.613350305450993
blue,large,west,1.9110251264927365,1,1.0,3.1905826789170324
green,large,east,-1.171425367598324,0,1.0,0.32516086121306104
green,large,north,-0.8744655630717233,0,1.0,1.7701247571638317
red,large,west,-2.1203049673634955,0,1.0,0.9033246593965356
red,small,east,-0.7546076711538534,0,1.0,-1.7390805723287968
red,medium,east,0.8396088637257877,0,1.0,-0.005178749311230912
red,large,west,0.04416237631579249,0,1.0,1.506390695330068
green,large,east,-0.12169439819251013,0,1.0,1.4089824682597798
blue,medium,west,0.13419636420897652,1,1.0,1.8477120499775417
blue,large,west,-1.4287916782393555,0,1.0,-0.4120534553548396
green,medium,east,0.20040910021973846,0,1.0,-0.08932458972876153
red,medium,south,0.5253576842181881,0,1.0,-1.1229845598753339
blue,small,east,-1.7537492233600127,1,1.0,-0.3422401478247411
blue,medium,south,1.4031273147579033,1,1.0,-1.0559949971900997
red,medium,east,0.2574004697813309,0,1.0,0.5893298112297851
blue,medium,north,-0.46463086232323225,0,1.0,0.5460574344561867
blue,large,north,-0.8418265809280001,1,1.0,4.249070436713245
green,large,north,0.6925354848160366,0,1.0,1.723451527937798
green,large,west,-0.661180734057533,0,1.0,1.6968012892015119
blue,large,west,0.984511303318639,0,1.0,1.353504524280989
red,small,east,-0.4864628521048968,0,1.0,-0.8916139294214345
red,medium,north,1.3506527195676283,0,1.0,0.4476960945672165
green,large,east,0.8080425150747939,0,1.0,1.1219739352617242
blue,large,north,2.2896619725320653,0,1.0,1.8955638008887017
blue,small,east,0.0077171939325920876,1,1.0,-1.0704715972564554
red,medium,west,0.2507449967937869,0,1.0,-0.010818773452069441
green,large,west,-0.5313851123734081,1,1.0,0.31058175599302523
red,small,east,1.733367245753153,1,1.0,1.1660516001316548
red,large,west,-0.9163458385843057,1,1.0,2.6354190386344873
green,large,west,1.6261632167130649,1,1.0,1.492709352288788
green,medium,west,-0.9702423682849997,0,1.0,-0.04101986191311482
green,small,west,-1.7869533210190378,1,1.0,-1.1557424669095488
green,small,north,0.6778347741122925,1,1.0,1.2054747775109766
red,medium,east,2.4031193705278726,0,1.0,0.8825196652504355
blue,medium,west,0.6024577181237446,1,1.0,0.8985455023342841
green,large,north,-0.6544109292169527,0,1.0,1.3566557563732384
red,medium,south,0.011724735281313512,1,1.0,0.3450421490947887
green,large,north,-0.42500027223956527,1,1.0,1.8844548526444365
blue,large,west,-1.3449133899555599,1,1.0,2.997688048080623
red,medium,east,-0.6359473159472073,1,1.0,1.009398671705974
blue,small,south,0.4966771343235249,1,1.0,-2.718916730493596
red,small,east,-1.2040136432789312,1,1.0,-0.037187153915292814
blue,medium,north,-0.498209842222732,1,1.0,3.470689937621028
blue,medium,south,0.31865629794427364,1,1.0,-1.689900924712477
red,medium,south,1.073600101799737,0,1.0,-0.3890686570412727
blue,small,west,-1.6495468231670611,1,1.0,0.29601584296913597
red,large,south,-0.7768867029014349,0,1.0,-0.5767290300556472
green,medium,south,0.6395246036222366,0,1.0,-0.3683987306484353
red,small,south,-0.1818078609113537,0,1.0,-2.175515656419344
blue,large,west,0.21822547466911055,1,1.0,2.3754068661101106
blue,small,south,0.29178516497621254,1,1.0,-2.652624981023293
green,small,south,0.1343518270377959,0,1.0,-2.093724029616302
red,medium,west,0.790777693776875,1,1.0,2.6372912769691523
blue,small,west,1.766558230308952,1,1.0,1.295648764727567
blue,small,west,0.13348358433189347,1,1.0,-0.3679695191511575
blue,small,north,0.9678215253384291,0,1.0,-0.29853421101136013
red,medium,west,0.07338801666433047,1,1.0,2.954016510643833
red,large,north,2.266468771801518,0,1.0,3.0972953965924805
green,medium,west,0.2168107113512161,0,1.0,0.40772864000410103
red,small,east,0.8486611767426746,1,1.0,1.590277572941003
red,large,west,0.8879598115621996,0,1.0,1.6587116263910024
red,medium,north,0.5033111232977486,0,1.0,0.23295985212908144
green,small,east,-1.1366640789526008,0,1.0,-0.5818274909825722
red,medium,north,-0.8920722009123305,1,1.0,3.86631488593817
green,large,south,0.639143946343481,1,1.0,-1.553663340345061
green,large,east,-0.4805803629557172,1,1.0,-0.7983766728952977
red,large,west,-0.929994146266529,0,1.0,0.857461560107712
green,small,west,0.09212972669977731,1,1.0,-0.32451076766859055
blue,medium,south,0.3916062103467583,0,1.0,-1.1438345182250274
green,medium,south,-1.2323041043982332,0,1.0,-0.7830938050641865
red,small,south,-0.7706841313116504,0,1.0,-2.673336796468174
red,small,north,-0.6528712362013374,0,1.0,0.10064724643109846
green,small,west,0.9300741922823165,0,1.0,-0.28028955434390357
blue,large,east,-1.5496340133375783,1,1.0,0.11264914000857251
green,small,east,0.6450391638843105,0,1.0,-1.0041464072584863
blue,large,north,-0.9296395080960943,1,1.0,2.8059418925786117
blue,large,west,0.41247102517607864,0,1.0,1.7822654988850186
green,medium,west,-0.13495337295344925,1,1.0,-0.6632604369833821
red,large,east,-1.2539947088103653,0,1.0,0.8695426123668365
red,large,north,1.1027579418953233,0,1.0,0.8141889053626137
red,large,south,0.741599612066292,0,1.0,0.03152825596826608
red,large,west,-0.9964209246632583,0,1.0,0.4576226777897876
red,large,north,-1.0523090886186044,0,1.0,1.8074943448417913
red,small,north,1.4210689435285158,0,1.0,-0.6351000771077855
green,large,west,0.40871358306297145,1,1.0,0.3134183920303192
blue,large,west,1.087698455448615,0,1.0,2.1283981669216514
green,large,south,-2.338633160655157,0,1.0,-0.5991073882187667
blue,large,east,0.40437334835910616,0,1.0,-0.013928957779326678
red,large,east,1.2199313588620715,1,1.0,2.7616664764671217
red,large,west,-1.7380278266735998,1,1.0,3.0158976850680883
green,large,west,-0.9907692332080416,0,1.0,1.1540152771292205
green,large,west,-0.8969559839036394,1,1.0,0.3383725729477096
green,small,east,-0.7795250243389247,0,1.0,-1.689973554194112
blue,large,west,-0.230842618536031,0,1.0,1.1970633127781507
green,medium,north,0.21640784198513105,0,1.0,0.30275167896375044
red,medium,west,-1.7897014314232096,1,1.0,2.144212845087229
green,medium,west,-0.8105685459386508,0,1.0,0.16736389612954974
green,medium,south,-0.06302913880866118,1,1.0,-3.81916276715007
blue,small,north,-0.49828438122016716,0,1.0,0.1532037882052466
blue,large,north,1.5463021298923494,0,1.0,2.233970411387269
green,large,north,1.2580618900350602,1,1.0,2.2212037416363275
blue,medium,south,0.07157490194142399,0,1.0,-0.2512823528175834
green,medium,west,-1.0116726908413143,1,1.0,-0.3647223850309185
blue,medium,west,0.8225882878216522,0,1.0,-0.49920722329046285
red,large,north,0.9186126660759224,1,1.0,4.8917932810755005
green,large,north,0.4646660260919702,1,1.0,2.5172214031169036
red,medium,south,-1.2619968999341016,1,1.0,-0.5567673288400848
green,medium,south,1.589978570407491,0,1.0,-0.17421484862492467
green,medium,east,-0.35358765889373833,1,1.0,-1.3534503571134358
blue,medium,west,-0.010553944930334786,0,1.0,0.4148566063373692
blue,large,south,0.6507840812387137,0,1.0,0.020091328596202274
green,small,west,-0.5416854337493,0,1.0,-1.079050304020273
green,large,north,-0.5966693852071473,0,1.0,1.4774157158285413
blue,medium,west,-1.389082830271828,1,1.0,-0.2594466054832041
red,medium,west,-1.8926966730356984,1,1.0,1.7785191676831635
red,large,south,1.089230521413433,0,1.0,1.0856490997031922
red,small,west,0.010521069961249302,1,1.0,1.5872362656849932
red,small,north,-1.3180789441595573,0,1.0,-1.50450443215435
blue,medium,north,0.10120596074342904,1,1.0,3.14250260527881
blue,small,west,-0.6223845857011442,1,1.0,-0.2387200688480406
red,small,south,0.05661028261780096,1,1.0,-1.2212814330462736
red,medium,north,0.35872285763451345,1,1.0,5.02960087257953
green,medium,east,-0.7800095019986814,1,1.0,-2.1283616905588834
green,medium,north,0.7833982191839651,1,1.0,1.6935412497809401
green,large,south,2.178313078697261,1,1.0,-2.3184121315593527
blue,large,north,-1.6654692952473114,1,1.0,2.890933505655631
red,large,west,0.8014356766804298,0,1.0,0.9469329785891086
red,small,south,-0.8928326899558586,1,1.0,-1.4199148923199358
red,large,south,-0.7685387144581317,1,1.0,1.023789571672769
red,large,north,0.1355544174530561,1,1.0,6.387863930977021
red,medium,north,0.8747750326470191,0,1.0,0.06501206168420415
blue,medium,west,-0.49791783849898047,1,1.0,0.6047384854879796
red,large,west,-0.9213241379861338,1,1.0,2.703843355480877
blue,small,east,-0.5162947482254706,1,1.0,-0.3173111974918555
blue,medium,south,1.028188597951651,0,1.0,-0.6377888055115832
blue,medium,south,-0.6164553732581352,0,1.0,-1.0720414183453602
red,large,south,-0.09834478565189769,0,1.0,0.114493934424515
blue,medium,north,0.08000645773415187,1,1.0,3.2293734947348702
green,medium,west,-0.2919553682808937,0,1.0,-0.23862508987252998
green,medium,south,-1.0268654911709023,1,1.0,-3.0737360061707175
blue,large,east,0.00400586646914075,0,1.0,0.7903885285644783
green,small,west,0.5075599444184439,0,1.0,-0.9062496670719131
green,small,north,0.5730478905350291,1,1.0,0.7793137017029038
blue,small,east,-0.8984413201562771,1,1.0,-0.4725843611912218
blue,small,south,0.7901205828211598,1,1.0,-3.1561810994498836
green,small,north,-0.660064453899719,0,1.0,-0.18839463506954435
red,large,south,-0.26502446857387824,0,1.0,0.9756391811773676
green,small,west,0.5761605771471656,0,1.0,-1.445276575843403
green,large,east,-1.5401836088936196,0,1.0,1.1239967899539378
green,medium,north,-1.738685021760938,1,1.0,1.2445663115845735
green,medium,west,-2.2317358481806053,1,1.0,-0.8254294012637327
blue,medium,north,-0.6467424604299828,1,1.0,3.5445968480658583
blue,large,south,1.3705746649980524,0,1.0,1.2015210891023442
green,large,east,0.6522747009864267,0,1.0,1.4286796005540243
red,small,east,0.3889548426501702,0,1.0,-0.41614301562755845
red,large,east,-0.39001649635912833,1,1.0,3.1003118048287157
red,medium,north,0.7339557035873318,1,1.0,4.5217925923035756
green,large,north,1.6679584636929872,0,1.0,2.9321413502695597
green,small,east,0.28842169814167773,1,1.0,-2.5737257076643996
blue,small,south,0.618736765141904,0,1.0,-2.6355481408963177
red,medium,east,1.1008578646465905,1,1.0,1.5351541474451516
green,large,south,1.3668854317599868,0,1.0,0.35871512744456585
red,medium,east,-0.8134612354031454,0,1.0,-0.6731059380082917
blue,large,south,0.3601526828087932,0,1.0,0.2344666630801462
red,small,east,-1.8198243546011579,0,1.0,-1.863229953440574
green,small,east,0.3810048652309717,0,1.0,0.1622597004243731
red,medium,west,0.2751806673772741,1,1.0,3.5499660996056046
blue,medium,west,1.1315594818817942,0,1.0,0.5022392962906667
blue,large,west,1.1336151663125396,0,1.0,2.164173916807424
green,small,south,-0.07518332523721212,0,1.0,-2.1893317230713776
blue,small,west,0.5945973720107985,0,1.0,-1.1850408838594277
blue,medium,south,-1.3558066532935413,0,1.0,-1.8482786650623564
blue,small,west,-0.5031526851252386,0,1.0,-1.7698699092428334
red,small,west,-0.0997310540649056,1,1.0,0.6252207112647403
blue,medium,north,-1.3447304635031596,1,1.0,3.1528097092137695
blue,medium,east,0.8769723896946288,0,1.0,1.041147165520911
blue,small,west,-1.0118264221537325,1,1.0,0.35779274949533313
blue,medium,east,0.08048278696978321,1,1.0,-0.1381912220952498
red,medium,west,0.88771217041939,1,1.0,3.239492831088983
green,medium,east,0.6586165172304949,0,1.0,0.8537367418143194
green,medium,north,-0.6782997240567086,0,1.0,0.5570897716298447
blue,small,east,-0.4873084437883248,1,1.0,-0.9181114217972866
red,large,east,1.268384398036292,1,1.0,3.247033992983111
red,small,north,-1.2787066460816774,1,1.0,2.3799617718202635
green,small,west,-1.9246374679459253,0,1.0,-0.4693456275774861
green,medium,west,-1.6366145692236942,1,1.0,-0.3721447725919832
red,large,east,1.209841326855153,1,1.0,3.7772530764136394
blue,small,north,1.7928328985074435,1,1.0,2.6659881756752486
blue,large,south,1.7554577777945375,0,1.0,0.7053790852257328
green,medium,north,0.15189690412686901,1,1.0,0.7797175449970511
red,small,west,-1.0908882004308078,0,1.0,-0.9947187597584678
blue,small,east,-1.370662803956674,1,1.0,-0.5758531560772049
blue,medium,north,0.20817411418880796,0,1.0,1.1039979256274877
green,medium,east,-0.6166946138471582,0,1.0,0.5065845218655184
blue,large,south,-0.6720854730310496,1,1.0,-0.09731918305308318
red,large,north,0.28610031984793255,1,1.0,5.267237293216259
blue,medium,east,-1.040319963374401,1,1.0,0.46707022605464865
blue,large,east,-0.1255930432143133,0,1.0,0.8449365348989222
red,small,north,-1.5672844487991375,1,1.0,3.2563738681255785
red,small,north,1.7189928295570849,0,1.0,0.2027970292304782
blue,medium,east,1.2687786755288493,1,1.0,1.2520206240910796
blue,medium,south,-0.34354041137286323,1,1.0,-2.0040015911927394
blue,medium,south,1.1295424863684267,1,1.0,-1.13072680394429
green,large,south,-0.23386684198560365,1,1.0,-2.8366609509414578
red,medium,east,0.6154831614766542,1,1.0,2.4340143434161785
red,medium,north,0.5979888615791311,0,1.0,1.0757797725298406
green,medium,west,-0.9633735575736935,0,1.0,0.2740197893684483
red,large,north,-1.8332154379416545,0,1.0,1.3327375145589473
blue,large,north,-1.4782557867503385,0,1.0,0.3372223132187152
green,large,south,-0.01255916982916537,1,1.0,-2.962592379820471
green,small,south,-0.6063093488169338,1,1.0,-5.05713503367766
red,small,south,-0.6342256267222953,1,1.0,-2.3571512322432167
red,small,south,0.18859152024693362,1,1.0,-0.161972892039717
green,small,west,1.140932708900056,0,1.0,-0.6360589610810807
red,medium,west,-1.2494933144010856,1,1.0,2.7865072203119534
blue,small,east,2.6271907366585987,0,1.0,0.05525169841835231
blue,medium,west,0.8438167657377,1,1.0,2.0318894046950926
green,small,south,0.28786289877935495,0,1.0,-1.6452821696445479
red,small,south,-0.7643615118142949,1,1.0,-1.4181335211340254
green,large,east,0.8862398994318866,1,1.0,1.0116778724351303
red,medium,west,-2.1077854388913675,1,1.0,1.8097537730195052
green,small,north,0.0024296874361599274,0,1.0,-0.6179391149824022
blue,large,south,-0.8496735253129498,1,1.0,-0.9443057546246526
red,medium,south,1.4730391176691628,0,1.0,-0.2645651261613323
blue,medium,east,2.4587833991100423,1,1.0,1.3913019218383649
red,large,west,-0.6296656800637085,0,1.0,1.3695078024810616
red,large,west,-0.45790018113933306,1,1.0,3.1508905838683394
red,small,south,-0.599199621427939,0,1.0,-0.6510272110995605
green,medium,north,-0.96299835423238,1,1.0,1.3442737656305712
green,medium,south,-0.3442995749539892,0,1.0,-1.11677796737265
blue,large,north,1.165594804610454,1,1.0,4.16273358014389
green,small,north,0.12710910725857763,1,1.0,-0.4028257666866898
red,medium,south,-0.6016673763159551,0,1.0,-0.5036959935295342
blue,medium,west,-0.1031663974660009,1,1.0,1.7020403222951161
blue,medium,east,-1.7542186066514718,0,1.0,-1.115116975931938
green,large,east,0.6854615639578592,0,1.0,1.9549229378986026
green,large,north,0.3880558502656332,1,1.0,1.7197204363523206
red,small,west,-0.6315164675250373,1,1.0,1.5884287353874897
green,medium,south,0.1914096427916656,1,1.0,-3.6749673812885475
red,medium,east,-0.9405356760534039,0,1.0,-0.42314434762312214
green,medium,south,-1.3688820132734332,1,1.0,-3.0060276515445805
blue,small,south,-1.7021842604867554,0,1.0,-1.5379823273953162
green,medium,north,-0.6864624483729955,1,1.0,-0.6191836005429925
red,medium,north,-0.12570480248258759,1,1.0,3.933223003921381
green,medium,east,1.7248535492423633,0,1.0,1.212596747541312
red,large,north,-0.33885958636385705,0,1.0,1.7745344817737512
blue,medium,north,-1.8644910023140642,0,1.0,0.5499863007755728
green,small,east,0.1564001215824413,0,1.0,-0.783520199680182
red,medium,north,-0.24382467948904812,1,1.0,4.436926893401392
blue,medium,north,0.7676267244978319,0,1.0,1.2382084866723408
red,large,west,0.5304523163064259,1,1.0,3.790596303507134
red,large,west,-1.5932072198209664,1,1.0,2.780026998394251
blue,small,south,0.8475385356848533,0,1.0,-1.0163433825092547
red,medium,east,1.4069038466129091,1,1.0,2.562067820098858
green,medium,north,0.8535763902490466,1,1.0,1.9701481376794974
green,large,north,0.8261494894174712,1,1.0,1.7410534429478015
blue,small,north,0.9769155595702087,0,1.0,-0.02272578529599456
green,large,south,1.901917869102178,1,1.0,-1.4784998173055304
blue,small,west,1.0271223764750834,0,1.0,-1.0732156644817983
blue,large,north,0.7527175976601712,0,1.0,1.989717459244188
green,medium,west,1.6910182547821795,0,1.0,1.3334023147382115
blue,large,west,-1.0422855708573893,1,1.0,1.841880591024887
green,large,south,-0.21619470928255569,1,1.0,-2.9551577032343115
green,medium,east,-0.524234164332968,1,1.0,-1.0161773030707286
red,medium,west,-0.1509888489434409,1,1.0,1.9829537894339953
red,large,west,1.7696679612566772,0,1.0,1.1137685869661682
red,medium,east,0.9642593128768259,0,1.0,0.6102099898091851
green,large,south,1.1504960909663648,0,1.0,0.8043138237275144
green,large,west,-0.4071264469801323,0,1.0,1.579320037884508
red,large,east,0.3064890473699954,1,1.0,3.0976701292942086
red,large,west,-0.017355635117651133,1,1.0,2.6981402789602527
green,medium,east,0.2665681981691285,0,1.0,-0.1148194463511715
blue,large,south,0.35805273787172054,1,1.0,-1.330891473845758
red,small,east,-0.3863655896632775,1,1.0,1.2792815666349817
blue,small,west,0.3733168109041344,1,1.0,1.5409010052111953
red,small,south,-0.6688223554402973,1,1.0,-1.842628212052877
blue,small,west,0.2800454866682689,1,1.0,0.3343965255725046
red,medium,north,0.40552811082824214,1,1.0,3.800288315963385
red,large,east,0.8779950224074704,1,1.0,3.925344990832518
blue,large,north,-0.03426781256012711,0,1.0,1.8774667499266475
green,medium,south,0.9070609647358844,1,1.0,-2.9128761281927917
red,small,north,-0.9819830317863963,1,1.0,2.7586407141406464
red,small,east,0.09954245973640946,0,1.0,-0.6597767682712155
red,medium,north,-0.9065354027009703,1,1.0,3.731665812534091
red,small,north,-1.2126462479141455,0,1.0,-1.0024155214005765
red,large,south,-0.34796749887259876,0,1.0,0.704145441694766
red,small,east,-1.6364514760400417,1,1.0,-0.6138345821088413
blue,large,west,0.10309121145060648,0,1.0,1.5853445241193505
green,large,west,-0.09974200405752018,0,1.0,1.2599998654142262
red,small,west,-0.4769201098021671,1,1.0,0.8737114841485129
blue,small,east,-0.2968317930453926,0,1.0,-1.0135817781358147
red,medium,south,-0.12550832254778763,1,1.0,-0.3314853188185896
blue,small,south,-0.4982350095901582,1,1.0,-2.8290364064018396
green,large,south,2.120730453281847,0,1.0,1.5284399847636012
green,medium,south,0.10186352193385333,0,1.0,-0.961294492993509
red,large,east,0.736934123213281,0,1.0,0.8932202553779545
red,large,east,-1.2570159816422963,1,1.0,2.525278266090497
blue,small,south,-1.1388596072466302,1,1.0,-3.2249225957947734
blue,large,east,0.9324659488912732,0,1.0,1.127011291824919
red,small,south,0.33784331250022354,0,1.0,-1.440200431168356
green,medium,north,-1.5865368605322465,1,1.0,1.6444900005689602
red,large,south,0.2647695004363826,0,1.0,0.8743403878179552
green,small,east,1.3554960954304847,1,1.0,-2.2571739945081406
red,large,south,-0.4042499821917193,1,1.0,0.7967436145470902
blue,large,south,0.12038095951562712,1,1.0,-0.8266010710140337
red,small,north,1.856087088867941,1,1.0,3.519581511727673
blue,large,north,1.1825580130232038,1,1.0,4.214411701318022
blue,large,west,-0.7871555153315083,1,1.0,1.3773087209003685
green,large,east,-0.0070978615479960075,0,1.0,1.5604136569910794
red,large,west,-1.2523461685440214,1,1.0,4.160285700941798
green,small,east,0.6466654975225015,1,1.0,-1.6726728153587638
green,small,north,-0.015150727752307405,0,1.0,-0.9759339027406329
green,large,east,-2.288460158605448,0,1.0,-0.09872560339697112
blue,medium,north,2.487958361756201,1,1.0,4.3256653397386025
red,small,east,0.20458232729479076,1,1.0,0.45975445557971184
red,medium,east,-1.1342852178221272,0,1.0,-1.1385790241331601
red,small,south,0.11264473593214805,1,1.0,-0.8438791073614982
green,small,west,0.9876118221320178,0,1.0,-1.2437475051875426
green,large,south,0.015664690317588933,0,1.0,0.32794400758140446
green,small,west,-1.0806748502171184,1,1.0,-1.352417541697997
blue,medium,west,0.725397852869593,0,1.0,-0.0022927038249139775
red,large,south,0.9654325337136157,0,1.0,0.33978501949721884
green,medium,east,-0.1218158814272712,0,1.0,-0.2329948162979288
red,small,north,1.1542428810258891,0,1.0,-0.5627251758575453
blue,small,west,0.8597285625573674,1,1.0,0.7705258754220623
